"user","screen_name","follows"
"3272330208","gwynncompton",98
"2343168212","andreajnz",23
"124706520","lornaajohnson",56
"607942467","JesseMeek",5
"73323539","monsterlemon",21
"772642555389288448","AbbyAitchy",0
"2366479609","IMEmmaSmart",23
"189042704","WinstonAldworth",67
"264397937","jjalk",1
"29663375","bobbilljim",2
"80798925","VickiWoodward",10
"20000639","JAYSONHOOGY",8
"338779501","segfault88",2
"581465411","Amadaun23",9
"938849145204494336","aubamarahaga",2
"35692006","platypus237",1
"15150574","ruatara",36
"264478078","BenWatsonNZ",20
"5563202","preetimehta",1
"134548180","LegrandGIS",7
"3975299597","EvaMaeRey",28
"725643611069538304","TaoYANLogos",1
"1493169601","Naareman",1
"63106543","lgreski",3
"900473359","WarnerRScott",0
"329179614","ixek",16
"869096568271589376","gpaulinger",1
"758553995447242752","AnguloBrunet",3
"1471341","Roon",1
"2784033183","wtchristiansen",0
"825174604423557120","vlookupchampion",3
"712598138901643264","SefaOzalp",9
"634644684","AnhHoangDuc",2
"14351134","sellorm",40
"795380617919733766","NevianaZhgaba",1
"734578981954031616","course_hour",7
"19439016","SonnyNZ",19
"30053900","Jimmygotsoul",1
"1859716932","KenQuarrie",20
"938963693022277632","__seb_____",7
"338400864","SRDorajoo",1
"791033804269973509","GuyMaskall",9
"34677653","revodavid",99
"492463980","AL4S_Rich",14
"979198975","EmilyK100",56
"1108627423","thegymnosophist",4
"158618726","pierreroudier",81
"133733066","seftianhari",1
"884598456215646208","HKubaye",9
"17224185","rathredmond",1
"249336220","khaled_oueslati",1
"2851627972","matteodefelice",6
"43186378","CMastication",101
"34061730","bochocki",1
"84561142","Ozeroth",3
"20503","pageman",1
"880341040917499904","kohekohe2k",23
"866526567891050498","DrJennyCondie",115
"509744509","davidjxcarter",1
"351510257","LyallMorrison",8
"56011314","Gutensie",3
"836201","anisoptera",1
"16611830","knersis",13
"14684519","parsley72",45
"805323073616429056","mansimorar",25
"3224400223","shahindre",1
"569479910","kamal_hothi",313
"52543721","TidgeH",20
"824830929654935552","Heideggram",1
"487819883","quilltrip",1
"888511716933345280","LynleyHood",1
"18135686","indy_slug",11
"16167893","jhawtin",5
"113543497","sportingcryptid",11
"899411252937666560","Paola_CastanoG",1
"849865378163339265","ale07rod",1
"918286673414197248","VoteTitipounamu",8
"715058377","VoteWeka",15
"2364855036","NatForsdick",32
"308293041","dflydsci",95
"532098331","geneotype",0
"915746918336053248","voteruru",15
"8631982","finnatic",38
"839384553407930368","Tweetsintoabyss",12
"126159744","drivethrupod",203
"904110102591938560","memyselfandidu2",13
"20821625","Johnmacmot",41
"94421127","nigeltwit",7
"27528631","damianchristie",301
"52933261","bentorkington",99
"33148054","paubengero",2
"78566690","imzeiger",30
"438487252","MxCarmine",6
"762300","theArtOfPeople",29
"589481114","boryanakis",6
"52643258","thiagonoce",1
"20760036","encephalartos",1
"470811457","pepelevamp",10
"623372948","AndrewRiddell1",98
"34532693","juliefairey",230
"2741035986","Te_Taipo",218
"16428322","paulbrislen",291
"39641230","kirsty_johnston",410
"3011707123","DataJason",9
"737760080","palmersarah24",2
"25249374","verbman",70
"4744985474","DrJessBerentson",450
"737554932492967937","CyberSecRicki",7
"906799779778318336","rawdatabook",2
"888516643776634880","HoodLynley",1
"2832273775","D_Provoost",59
"17480007","bogan",75
"312415078","ShiobhanSmith",16
"900796207987007489","SpandexCellar",2
"17745383","alliozz",2
"743782149589917698","Amrama115",1
"312172484","jstuartNZ",11
"198036982","BigDaddyTrue",2
"1171620144","essigna",37
"3182134224","OlleySamantha",8
"824861100101341184","estoiledargent",2
"18251470","communico",29
"755861204","KaroriBee",86
"636018004","CreetureNZ",48
"209399021","smugliberal",18
"21061618","benraue",9
"15327984","tzemingdynasty",324
"1265286588","DissidentZero",5
"226077231","Jared_of_Wgtn",12
"198350602","alexeidrummond",43
"231564564","davehayward_",12
"2290312598","ravenspore",7
"895040877336199169","SageAnastasi",36
"414458182","arobins3",4
"331496423","acmm1899",3
"661403","pomeranian99",20
"70651912","pitakakariki",107
"1564978206","Economissive",298
"88165272","lin_nah",97
"886678369928187904","caffvenient",1
"473698829","clarke_ali",55
"2781249420","jmarshallnz",94
"85955850","meetninjunkie",6
"307044093","antiCapsLockist",23
"2580746851","Ankit0Dwivedi",1
"4911181019","RStatsJason",12
"14806596","aschiff",153
"619676408","philipsophy",117
"176883031","jtleek",100
"196825728","pureNZdairy",24
"17284137","five15design",285
"3194746867","LauraMYoung80",24
"11175282","mugginsm",24
"5779402","polemic",169
"800447204020219904","Kim_Fitter",50
"16292761","nathanielng",1
"192723784","penquinnan",21
"422146514","GraemeEdgeler",320
"19693884","markcubey",165
"21931378","KutluhanCelik",1
"40766692","Tat_Loo",19
"1243481348","NewLynnStranger",10
"18134138","sjobsis",6
"172262369","LewSOS",332
"822481213","micheinnz",79
"843441648","MelbourneTraci",6
"856056514691432448","MicheleSheffle3",0
"123055036","ipnosimmia",55
"55309606","vizowl",249
"3028744103","wlephw",1
"21979091","shanegallagher0",58
"2787395544","Jiminthewater",7
"850580920092381185","jessehana1",1
"2662222731","kippkipphooray",1
"15770483","farmgeek",409
"2647010672","notreallyadog",1
"594565502","goodmansasha",4
"15045918","keith_ng",511
"229638179","robjhyndman",87
"414659135","LucWarde",0
"9961182","lan24hd",13
"18105957","greigar",2
"14838951","thomasbeagle",230
"18201787","publicaddress",530
"92184482","lyndonhood",233
